0,0,0,0,13.4
0.05,0,0,0,13.6
0.1,0,0,0,13.8
0.15,0,0,0,14.1
0.2,20.4,29.1,0,14.3
0.25,8.8,11.6,0,14.5
0.3,24.6,22.7,0,14.8
0.35,16.9,18.6,2,19.9
0.4,12,10.8,3.3,25.1
0.45,23.8,18.6,4.6,19.7
0.5,29.9,28.8,5.1,14.3
0.55,27.6,30.9,5.9,12.7
0.6,20.9,26.7,7.2,11
0.65,18.5,24.5,8.2,10.3
0.7,22.4,20.8,5.9,9.6
0.75,28.7,21,2.5,10.8
0.8,28.8,21,11.5,12
0.85,22.7,22.8,6.4,16.9
0.9,20.1,24.3,14.1,21.8
0.95,23,25.2,16.1,24.4
1,24.7,24.7,17.5,27
1.05,22.1,22.3,17.3,30
1.1,19.7,29.3,19.6,33.1
1.15,20.7,20.5,9.8,31
1.2,21.2,21.1,20.3,28.8
1.25,21.5,21.1,21.9,25.3
1.3,21.7,21.5,20.3,21.8
1.35,22.6,43.9,22.4,14.8
1.4,23.2,22.8,15.1,7.7
1.45,23.3,23.5,23.3,8
1.5,24.6,24.7,24.9,8.2
1.55,25.4,26.4,11,10.8
1.6,26.4,26.6,25.7,13.4
1.65,27,27.3,26.7,17.6
1.7,28,28.4,28.2,21.8
1.75,29,43.3,7.2,23.4
1.8,30.2,30.2,30.5,25.1
1.85,33.7,33,31.3,26.7
1.9,33.7,34.6,30.9,28.4
1.95,34.3,34.6,16.6,29.5
2,35.9,36.6,35.1,30.7
2.05,39.3,38.5,34.9,32.1
2.1,38.2,38.7,24.8,33.5
2.15,39.4,40.3,38.9,33.8
2.2,40.5,40.4,9.9,34
2.25,41.8,41.4,40.4,32.6
2.3,45,45.8,41.8,31.2
2.35,46.7,46.8,42.5,27.4
2.4,49.8,48.2,45.4,23.7
2.45,51.7,49.8,46.9,23.4
2.5,54.8,54.4,48,23.2
2.55,54.4,54.3,20.2,26
2.6,54.1,56.1,50.4,28.8
2.65,54,55.2,21.2,29.5
2.7,55.2,54.8,53.5,30.2
2.75,53.2,53.8,21.7,28.6
2.8,52.9,52.9,52,27
2.85,52.2,53.3,53.7,25.1
2.9,51,50.9,54.2,23.2
2.95,46.7,47.7,51.3,20.9
3,48.7,48.5,51,18.5
3.05,48.2,48.5,50.2,19.2
3.1,47.3,60.6,48.8,19.9
3.15,46.6,46.6,19.5,20.9
3.2,45.5,45.6,46.6,21.8
3.25,44.8,44.4,44.3,22.3
3.3,44.1,44.3,45.1,22.7
3.35,43.5,43.3,44.5,23.4
3.4,42.3,42.3,20.8,24.2
3.45,41.9,50.1,42.2,23.2
3.5,41.3,40.2,16.6,22.3
3.55,40.9,39.6,39.8,16.6
3.6,41.1,48.1,39.2,11
3.65,40.4,37.4,38,2.6
3.7,39.9,37.3,37.3,-5.9
3.75,39.5,50.8,35.7,-11
3.8,39.1,36.2,23.9,-16.2
3.85,38.4,35.5,36.3,-17.1
3.9,38.2,69.2,12.9,-18.1
3.95,37.9,34.3,35,-17.4
4,37.5,33.9,33.3,-16.6
4.05,36.7,44.1,12.6,-22.7
4.1,36.1,32.5,21.5,-28.8
4.15,35.7,32.1,32,-27.4
4.2,35.3,63.4,30.7,-26
4.25,35.3,30.9,30.8,-25.6
4.3,34.6,31.3,31,-25.1
4.35,33,61.1,31.8,-30
4.4,32.7,30.9,31.1,-34.9
4.45,32.6,30.5,30.6,-24.4
4.5,32.4,40.8,30.5,-13.8
4.55,32.7,28.6,11.9,-15.7
4.6,32.1,28.7,13.5,-17.6
4.65,31.7,28.1,28,-24.9
4.7,31.5,36.6,28.1,-32.1
4.75,31.4,27,27.9,-38.2
4.8,30.6,27.2,28.1,-44.3
4.85,30.4,26.8,27.5,-41
4.9,30.4,27.2,26.2,-37.8
4.95,30,27.3,26.7,-35.9
5,28.9,28,28.4,-34
5.05,28.5,28.3,29.5,-24.9
5.1,28,52.8,24.2,-15.7
5.15,28.9,30.4,14.6,-2.1
5.2,30.1,30.7,30.9,11.5
5.25,29.7,38.1,30.7,24.9
5.3,28.5,31.8,31.2,38.2
5.35,31.4,32.3,31.5,49
5.4,32.3,69.9,32.9,59.8
5.45,33.9,34.1,33.6,74.6
5.5,41.5,34.7,33.8,89.3
5.55,28.2,34.6,34.9,92.9
5.6,34.6,34.2,34.4,96.4
5.65,37.7,34.5,33.4,97.8
5.7,32.6,35.3,34.9,99.2
5.75,33.6,34.7,34.7,99.7
5.8,35,35.1,33.8,100.1
5.85,36.6,57.5,36.4,99.9
5.9,34.9,35.1,35.6,99.7
5.95,36.3,35.7,35.2,99.9
6,34.7,35.8,36.2,100.1
6.05,37.1,36.4,35.6,96.8
6.1,39.4,37.5,36.3,93.6
6.15,39,38.7,36.4,86.1
6.2,36.7,38.6,36.2,78.6
6.25,37.5,39,38.6,67.1
6.3,40.5,39.9,37.4,55.6
6.35,40.7,41,41,51.6
6.4,41.5,41.3,42,47.6
6.45,40.7,43.1,41.3,44.3
6.5,46.4,44,43.3,41
6.55,45.2,44.7,14,38.9
6.6,46.3,45.7,45.6,36.8
6.65,46,45.9,44.5,34.5
6.7,45.9,46.2,29.6,32.1
6.75,46.5,45.2,46.9,28.1
6.8,46.2,45.6,44.6,24.2
6.85,46.4,55.5,45.4,16.4
6.9,46.6,44.8,18.2,8.7
6.95,46.6,44.4,44.7,5.9
7,46.9,43.7,42.9,3
7.05,46.4,43.8,44.9,-3.8
7.1,46.4,43.6,43.7,-10.6
7.15,46.1,42.5,41.2,-13.4
7.2,46.1,42.2,42,-16.2
7.25,45.9,42,13.6,-20.4
7.3,45.9,53.2,41.5,-24.6
7.35,51.1,52.1,41.9,-31.4
7.4,53.1,53.6,41,-38.2
