0,0,0,0,13.4
0.05,0,0,0,13.4
0.1,0,0,0,13.4
0.15,0,0,0,13.4
0.2,0,0,0,13.4
0.25,0,0,0,13.4
0.3,0,0,0,13.4
0.35,0,0,0,13.4
0.4,47.1,50,0,13.4
0.45,32.4,33.1,0,14.1
0.5,55.3,43.5,0,14.8
0.55,58.7,77.9,0.7,15.9
0.6,52,62.2,3.2,17.1
0.65,56.9,63.3,4.1,17.8
0.7,68.5,65.2,4.7,18.5
0.75,67.1,62.6,5.5,19.9
0.8,64.2,65,3.3,21.3
0.85,62.9,63.7,9,21.8
0.9,63.7,63.5,9.7,22.3
0.95,66.6,65.7,5.6,26.7
1,64.9,65.3,12.7,31.2
1.05,63.6,65.4,5.7,34.2
1.1,64.2,63.4,17.6,37.3
1.15,62.9,63.1,15.5,39.6
1.2,64.8,85.6,18.3,42
1.25,66.2,63.1,19.4,38.7
1.3,63.7,64,22.3,35.4
1.35,65.9,65.9,4.7,33.1
1.4,62.5,65,23.8,30.7
1.45,64.2,65.5,24.9,29.5
1.5,66.8,64.4,27.2,28.4
1.55,64.2,64.4,9.8,28.6
1.6,63.6,65.9,11.7,28.8
1.65,63.8,64.1,16.6,27.4
1.7,65.3,64.2,7.7,26
1.75,65.3,63.4,12.7,24.9
1.8,64.1,62.1,18.4,23.7
1.85,63.6,63,42.7,25.8
1.9,67.3,66,40,27.9
1.95,66.5,63.8,41.5,18.5
2,64.5,65,37.4,9.1
2.05,63.5,63.7,21.9,-0.5
2.1,57.9,60,30.2,-10.1
2.15,56.4,54.9,44.6,-12.2
2.2,50.9,52.4,4.4,-14.3
2.25,49.9,50.2,47,6.6
2.3,49.6,49.4,8.4,27.4
2.35,49.8,49.5,48.6,26.7
2.4,49.9,48.6,8.5,26
2.45,49.5,48.4,47.7,18.5
2.5,44.5,43.6,14.1,11
2.55,45.3,43.2,11.9,7.5
2.6,44.2,43.1,41.5,4
2.65,43.4,42.2,41.6,0.9
2.7,42.3,43.1,22.1,-2.1
2.75,41.4,42.1,6.4,2.3
2.8,41,42.3,41.9,6.8
2.85,40.5,40.8,13.6,17.1
2.9,39.7,41.1,37.5,27.4
2.95,39.2,40.2,20.2,29.3
3,39,39,44.5,31.2
3.05,38.2,39.2,38.7,29.1
3.1,37.9,39.5,40.3,27
