-22.1,-22,-7.8,-7.5,-6.5,-2.6,-0.1,0,0.1,2.6,6.5,7.5,7.8,22,22.1
-100,-21,-21,-6.5,-5.9,-4.5,-3.3,0,3.3,4.5,5.9,6.5,21,21,100
